order_id,order_date,shift,zone,order_priority,items_count,picker_experience,distance_travelled,congestion_level,equipment_available,picking_time,packing_time,total_time,target_time,delayed,order_month,order_quarter,order_day_of_week,is_weekend,time_ratio,time_over_target,workload_index,is_experienced,is_high_congestion,equipment_penalty,pick_time_per_item
ORD-03010,2024-11-24 15:33:52.966593,Morning,B,Low,46,4,68.6,High,True,56.64,18.78,75.42,55,1,11,4,6,1,1.3713,20.42,31.56,0,1,0,1.231
ORD-03011,2024-11-24 18:11:09.733946,Evening,E,Medium,29,1,199.2,High,True,45.98,17.36,63.34,45,0,11,4,6,1,1.4076,18.34,57.77,0,1,0,1.586
ORD-03012,2024-11-24 20:48:26.501300,Morning,E,High,3,6,150.8,Medium,False,15.32,8.74,24.06,38,0,11,4,6,1,0.6332,-13.94,4.52,0,0,1,5.107
ORD-03013,2024-11-24 23:25:43.268653,Morning,D,Medium,36,6,159.5,High,True,26.96,18.43,45.39,45,1,11,4,6,1,1.0087,0.39,57.42,0,1,0,0.749
ORD-03014,2024-11-25 02:03:00.036007,Night,D,High,4,8,204.1,Low,True,8.27,10.6,18.87,38,0,11,4,0,0,0.4966,-19.13,8.16,1,0,0,2.068
ORD-03015,2024-11-25 04:40:16.803360,Morning,B,Low,18,3,43.8,High,True,23.0,11.48,34.48,55,0,11,4,0,0,0.6269,-20.52,7.88,0,1,0,1.278
ORD-03016,2024-11-25 07:17:33.570714,Evening,C,Urgent,47,3,182.6,Low,True,37.05,20.72,57.77,28,1,11,4,0,0,2.0632,29.77,85.82,0,0,0,0.788
ORD-03017,2024-11-25 09:54:50.338067,Evening,A,Medium,50,5,201.3,Low,True,32.34,24.42,56.76,45,1,11,4,0,0,1.2613,11.76,100.65,0,0,0,0.647
ORD-03018,2024-11-25 12:32:07.105421,Morning,C,Medium,8,9,122.5,Low,True,7.27,9.59,16.86,45,0,11,4,0,0,0.3747,-28.14,9.8,1,0,0,0.909
ORD-03019,2024-11-25 15:09:23.872774,Morning,B,Medium,50,10,94.2,Low,True,25.38,22.26,47.64,45,0,11,4,0,0,1.0587,2.64,47.1,1,0,0,0.508
ORD-03020,2024-11-25 17:46:40.640128,Morning,B,Medium,49,4,215.6,Medium,True,53.07,27.81,80.88,45,1,11,4,0,0,1.7973,35.88,105.64,0,0,0,1.083
ORD-03021,2024-11-25 20:23:57.407481,Morning,E,High,44,1,79.7,High,True,47.17,23.98,71.15,38,1,11,4,0,0,1.8724,33.15,35.07,0,1,0,1.072
ORD-03022,2024-11-25 23:01:14.174834,Night,A,Low,42,2,166.7,Low,True,32.81,22.43,55.24,55,0,11,4,0,0,1.0044,0.24,70.01,0,0,0,0.781
ORD-03023,2024-11-26 01:38:30.942188,Evening,D,Low,4,6,190.9,High,True,10.59,4.86,15.45,55,0,11,4,1,0,0.2809,-39.55,7.64,0,1,0,2.648
ORD-03024,2024-11-26 04:15:47.709541,Evening,B,Low,7,1,165.9,Medium,True,19.59,11.01,30.6,55,0,11,4,1,0,0.5564,-24.4,11.61,0,0,0,2.799
ORD-03025,2024-11-26 06:53:04.476895,Morning,A,High,31,8,172.6,Low,True,13.04,21.75,34.79,38,1,11,4,1,0,0.9155,-3.21,53.51,1,0,0,0.421
ORD-03026,2024-11-26 09:30:21.244248,Night,A,Urgent,6,1,139.4,Medium,True,12.61,6.07,18.68,28,0,11,4,1,0,0.6671,-9.32,8.36,0,0,0,2.102
ORD-03027,2024-11-26 12:07:38.011602,Morning,B,Low,13,5,168.5,Low,True,14.71,7.05,21.76,55,0,11,4,1,0,0.3956,-33.24,21.9,0,0,0,1.132
ORD-03028,2024-11-26 14:44:54.778955,Night,C,High,49,8,121.7,Low,True,22.69,24.22,46.91,38,1,11,4,1,0,1.2345,8.91,59.63,1,0,0,0.463
ORD-03029,2024-11-26 17:22:11.546309,Morning,B,High,46,5,126.8,Medium,True,39.34,28.46,67.8,38,1,11,4,1,0,1.7842,29.8,58.33,0,0,0,0.855
ORD-03030,2024-11-26 19:59:28.313662,Night,C,Low,13,7,151.4,High,True,15.55,9.86,25.41,55,0,11,4,1,0,0.462,-29.59,19.68,1,1,0,1.196
ORD-03031,2024-11-26 22:36:45.081016,Morning,C,Low,27,4,88.4,Low,True,20.29,16.06,36.35,55,0,11,4,1,0,0.6609,-18.65,23.87,0,0,0,0.751
ORD-03032,2024-11-27 01:14:01.848369,Morning,A,Medium,27,8,173.1,Low,False,13.7,19.09,32.79,45,1,11,4,2,0,0.7287,-12.21,46.74,1,0,1,0.507
ORD-03033,2024-11-27 03:51:18.615723,Evening,B,Low,14,5,50.8,Medium,True,11.22,13.88,25.1,55,0,11,4,2,0,0.4564,-29.9,7.11,0,0,0,0.801
ORD-03034,2024-11-27 06:28:35.383076,Morning,A,High,12,8,164.5,Medium,True,13.08,8.45,21.53,38,0,11,4,2,0,0.5666,-16.47,19.74,1,0,0,1.09
ORD-03035,2024-11-27 09:05:52.150430,Night,A,Medium,22,10,168.3,High,True,17.95,13.14,31.09,45,0,11,4,2,0,0.6909,-13.91,37.03,1,1,0,0.816
ORD-03036,2024-11-27 11:43:08.917783,Evening,A,Medium,31,4,118.2,Medium,True,25.16,17.16,42.32,45,1,11,4,2,0,0.9404,-2.68,36.64,0,0,0,0.812
ORD-03037,2024-11-27 14:20:25.685137,Evening,D,High,41,3,100.6,High,False,35.12,28.56,63.68,38,1,11,4,2,0,1.6758,25.68,41.25,0,1,1,0.857
ORD-03038,2024-11-27 16:57:42.452490,Morning,D,Medium,43,10,133.7,Medium,True,16.63,25.59,42.22,45,0,11,4,2,0,0.9382,-2.78,57.49,1,0,0,0.387
ORD-03039,2024-11-27 19:34:59.219843,Evening,E,High,2,7,175.6,Low,True,6.49,6.67,13.16,38,0,11,4,2,0,0.3463,-24.84,3.51,1,0,0,3.245
ORD-03040,2024-11-27 22:12:15.987197,Morning,D,High,33,9,163.8,Medium,True,17.28,19.93,37.21,38,0,11,4,2,0,0.9792,-0.79,54.05,1,0,0,0.524
ORD-03041,2024-11-28 00:49:32.754550,Night,C,Medium,31,4,105.5,Low,True,16.58,15.71,32.29,45,1,11,4,3,0,0.7176,-12.71,32.7,0,0,0,0.535
ORD-03042,2024-11-28 03:26:49.521904,Evening,B,Medium,3,4,154.2,Medium,True,10.17,3.13,13.3,45,0,11,4,3,0,0.2956,-31.7,4.63,0,0,0,3.39
ORD-03043,2024-11-28 06:04:06.289257,Evening,A,Medium,42,2,160.5,Low,True,34.51,21.53,56.04,45,1,11,4,3,0,1.2453,11.04,67.41,0,0,0,0.822
ORD-03044,2024-11-28 08:41:23.056611,Night,C,Urgent,30,8,158.8,Low,True,17.16,18.77,35.93,28,1,11,4,3,0,1.2832,7.93,47.64,1,0,0,0.572
ORD-03045,2024-11-28 11:18:39.823964,Evening,B,Medium,36,9,110.5,High,True,32.57,18.9,51.47,45,1,11,4,3,0,1.1438,6.47,39.78,1,1,0,0.905
ORD-03046,2024-11-28 13:55:56.591318,Evening,B,Urgent,34,9,156.2,High,True,33.22,20.93,54.15,28,1,11,4,3,0,1.9339,26.15,53.11,1,1,0,0.977
ORD-03047,2024-11-28 16:33:13.358671,Morning,E,Urgent,17,3,186.7,Medium,True,21.76,9.74,31.5,28,1,11,4,3,0,1.125,3.5,31.74,0,0,0,1.28
ORD-03048,2024-11-28 19:10:30.126025,Evening,A,Medium,11,5,171.5,Medium,True,13.18,8.42,21.6,45,0,11,4,3,0,0.48,-23.4,18.87,0,0,0,1.198
ORD-03049,2024-11-28 21:47:46.893378,Morning,A,High,19,5,166.5,High,True,24.66,10.88,35.54,38,0,11,4,3,0,0.9353,-2.46,31.64,0,1,0,1.298
ORD-03050,2024-11-29 00:25:03.660732,Morning,E,Medium,39,2,215.7,Low,True,37.41,17.11,54.52,45,1,11,4,4,0,1.2116,9.52,84.12,0,0,0,0.959
ORD-03051,2024-11-29 03:02:20.428085,Night,B,Low,32,1,156.7,Medium,True,45.54,19.12,64.66,55,1,11,4,4,0,1.1756,9.66,50.14,0,0,0,1.423
ORD-03052,2024-11-29 05:39:37.195439,Morning,B,Urgent,32,4,116.3,Low,True,28.11,20.82,48.93,28,1,11,4,4,0,1.7475,20.93,37.22,0,0,0,0.878
ORD-03053,2024-11-29 08:16:53.962792,Evening,A,Medium,7,6,116.5,High,True,10.85,10.11,20.96,45,0,11,4,4,0,0.4658,-24.04,8.16,0,1,0,1.55
ORD-03054,2024-11-29 10:54:10.730146,Morning,B,Urgent,1,10,157.0,Low,True,5.06,7.63,12.69,28,0,11,4,4,0,0.4532,-15.31,1.57,1,0,0,5.06
ORD-03055,2024-11-29 13:31:27.497499,Evening,E,High,34,9,92.5,Medium,True,17.91,22.32,40.23,38,1,11,4,4,0,1.0587,2.23,31.45,1,0,0,0.527
ORD-03056,2024-11-29 16:08:44.264852,Night,D,Low,48,8,137.6,Low,False,19.0,32.29,51.29,55,0,11,4,4,0,0.9325,-3.71,66.05,1,0,1,0.396
ORD-03057,2024-11-29 18:46:01.032206,Morning,C,Medium,18,10,168.6,Medium,True,11.73,14.66,26.39,45,0,11,4,4,0,0.5864,-18.61,30.35,1,0,0,0.652
ORD-03058,2024-11-29 21:23:17.799559,Evening,B,Low,23,8,196.8,High,True,27.88,11.14,39.02,55,0,11,4,4,0,0.7095,-15.98,45.26,1,1,0,1.212
ORD-03059,2024-11-30 00:00:34.566913,Evening,B,Low,48,6,88.2,Low,True,31.23,21.99,53.22,55,1,11,4,5,1,0.9676,-1.78,42.34,0,0,0,0.651
ORD-03060,2024-11-30 02:37:51.334266,Night,C,High,12,10,154.0,High,True,13.32,8.65,21.97,38,0,11,4,5,1,0.5782,-16.03,18.48,1,1,0,1.11
ORD-03061,2024-11-30 05:15:08.101620,Morning,B,Low,27,10,147.3,Low,False,12.38,20.9,33.28,55,0,11,4,5,1,0.6051,-21.72,39.77,1,0,1,0.459
ORD-03062,2024-11-30 07:52:24.868973,Night,A,Urgent,5,3,151.5,Medium,True,11.94,8.32,20.26,28,1,11,4,5,1,0.7236,-7.74,7.57,0,0,0,2.388
ORD-03063,2024-11-30 10:29:41.636327,Evening,D,Medium,14,3,155.7,Medium,True,13.82,9.38,23.2,45,0,11,4,5,1,0.5156,-21.8,21.8,0,0,0,0.987
ORD-03064,2024-11-30 13:06:58.403680,Evening,E,Medium,19,10,148.7,Low,True,8.24,9.58,17.82,45,0,11,4,5,1,0.396,-27.18,28.25,1,0,0,0.434
ORD-03065,2024-11-30 15:44:15.171034,Morning,E,Medium,35,1,205.7,Medium,False,38.7,24.11,62.81,45,1,11,4,5,1,1.3958,17.81,72.0,0,0,1,1.106
ORD-03066,2024-11-30 18:21:31.938387,Morning,D,Low,16,6,199.8,Medium,True,17.04,10.04,27.08,55,0,11,4,5,1,0.4924,-27.92,31.97,0,0,0,1.065
ORD-03067,2024-11-30 20:58:48.705741,Evening,C,Medium,24,4,235.7,Medium,True,21.39,16.78,38.17,45,0,11,4,5,1,0.8482,-6.83,56.57,0,0,0,0.891
ORD-03068,2024-11-30 23:36:05.473094,Morning,D,Medium,15,8,149.6,Medium,True,11.71,9.2,20.91,45,0,11,4,5,1,0.4647,-24.09,22.44,1,0,0,0.781
ORD-03069,2024-12-01 02:13:22.240448,Evening,E,High,8,10,133.6,Low,True,6.43,5.69,12.12,38,0,12,4,6,1,0.3189,-25.88,10.69,1,0,0,0.804
ORD-03070,2024-12-01 04:50:39.007801,Evening,A,Medium,40,4,111.3,Low,True,22.21,25.38,47.59,45,0,12,4,6,1,1.0576,2.59,44.52,0,0,0,0.555
ORD-03071,2024-12-01 07:27:55.775155,Evening,B,Medium,34,3,129.2,Low,True,32.69,18.35,51.04,45,1,12,4,6,1,1.1342,6.04,43.93,0,0,0,0.961
ORD-03072,2024-12-01 10:05:12.542508,Morning,A,Medium,33,4,178.6,High,True,31.68,17.14,48.82,45,1,12,4,6,1,1.0849,3.82,58.94,0,1,0,0.96
ORD-03073,2024-12-01 12:42:29.309861,Morning,E,Medium,30,8,184.7,Low,True,18.2,18.7,36.9,45,0,12,4,6,1,0.82,-8.1,55.41,1,0,0,0.607
ORD-03074,2024-12-01 15:19:46.077215,Evening,E,Medium,7,4,177.0,Low,True,8.84,5.28,14.12,45,0,12,4,6,1,0.3138,-30.88,12.39,0,0,0,1.263
ORD-03075,2024-12-01 17:57:02.844568,Evening,D,High,26,7,123.4,Low,True,18.91,15.31,34.22,38,0,12,4,6,1,0.9005,-3.78,32.08,1,0,0,0.727
ORD-03076,2024-12-01 20:34:19.611922,Night,B,Low,36,4,123.6,Medium,False,39.03,29.33,68.36,55,1,12,4,6,1,1.2429,13.36,44.5,0,0,1,1.084
ORD-03077,2024-12-01 23:11:36.379275,Evening,E,Medium,25,8,228.3,Medium,True,21.57,19.46,41.03,45,1,12,4,6,1,0.9118,-3.97,57.08,1,0,0,0.863
ORD-03078,2024-12-02 01:48:53.146629,Evening,A,Medium,37,1,116.7,Low,True,25.65,19.57,45.22,45,1,12,4,0,0,1.0049,0.22,43.18,0,0,0,0.693
ORD-03079,2024-12-02 04:26:09.913982,Morning,A,Medium,17,4,206.7,High,True,24.12,11.39,35.51,45,0,12,4,0,0,0.7891,-9.49,35.14,0,1,0,1.419
ORD-03080,2024-12-02 07:03:26.681336,Night,C,Urgent,26,4,166.2,High,True,29.75,15.32,45.07,28,1,12,4,0,0,1.6096,17.07,43.21,0,1,0,1.144
ORD-03081,2024-12-02 09:40:43.448689,Morning,D,High,20,6,120.7,High,False,18.55,19.06,37.61,38,0,12,4,0,0,0.9897,-0.39,24.14,0,1,1,0.928
ORD-03082,2024-12-02 12:18:00.216043,Morning,E,High,50,7,102.6,Medium,True,31.4,25.34,56.74,38,1,12,4,0,0,1.4932,18.74,51.3,1,0,0,0.628
ORD-03083,2024-12-02 14:55:16.983396,Morning,B,Medium,9,8,122.4,Low,True,10.07,9.83,19.9,45,0,12,4,0,0,0.4422,-25.1,11.02,1,0,0,1.119
ORD-03084,2024-12-02 17:32:33.750750,Morning,B,Medium,15,10,166.7,Low,True,12.56,12.66,25.22,45,0,12,4,0,0,0.5604,-19.78,25.0,1,0,0,0.837
ORD-03085,2024-12-02 20:09:50.518103,Night,C,Low,35,8,113.6,Low,True,16.7,16.95,33.65,55,0,12,4,0,0,0.6118,-21.35,39.76,1,0,0,0.477
ORD-03086,2024-12-02 22:47:07.285457,Morning,A,High,3,1,212.2,Medium,True,15.5,3.53,19.03,38,0,12,4,0,0,0.5008,-18.97,6.37,0,0,0,5.167
ORD-03087,2024-12-03 01:24:24.052810,Morning,E,Medium,26,7,141.7,Low,True,15.04,10.13,25.17,45,0,12,4,1,0,0.5593,-19.83,36.84,1,0,0,0.578
ORD-03088,2024-12-03 04:01:40.820164,Morning,B,Medium,2,1,178.0,Medium,True,13.43,2.35,15.78,45,0,12,4,1,0,0.3507,-29.22,3.56,0,0,0,6.715
ORD-03089,2024-12-03 06:38:57.587517,Night,A,High,27,5,174.8,Medium,True,27.51,14.15,41.66,38,0,12,4,1,0,1.0963,3.66,47.2,0,0,0,1.019
ORD-03090,2024-12-03 09:16:14.354870,Night,B,High,17,6,214.9,Medium,False,25.14,12.75,37.89,38,0,12,4,1,0,0.9971,-0.11,36.53,0,0,1,1.479
ORD-03091,2024-12-03 11:53:31.122224,Night,D,Medium,10,4,132.5,Low,True,14.51,13.4,27.91,45,1,12,4,1,0,0.6202,-17.09,13.25,0,0,0,1.451
ORD-03092,2024-12-03 14:30:47.889577,Night,E,Low,25,7,154.2,High,False,23.46,18.91,42.37,55,0,12,4,1,0,0.7704,-12.63,38.55,1,1,1,0.938
ORD-03093,2024-12-03 17:08:04.656931,Night,A,Urgent,17,8,93.9,Medium,True,16.77,8.75,25.52,28,0,12,4,1,0,0.9114,-2.48,15.96,1,0,0,0.986
ORD-03094,2024-12-03 19:45:21.424284,Evening,A,Low,4,7,154.1,Medium,False,8.15,10.48,18.63,55,0,12,4,1,0,0.3387,-36.37,6.16,1,0,1,2.038
ORD-03095,2024-12-03 22:22:38.191638,Morning,E,Urgent,27,6,195.6,High,True,32.79,16.52,49.31,28,1,12,4,1,0,1.7611,21.31,52.81,0,1,0,1.214
ORD-03096,2024-12-04 00:59:54.958991,Morning,C,Medium,29,10,158.8,Low,True,13.39,15.87,29.26,45,0,12,4,2,0,0.6502,-15.74,46.05,1,0,0,0.462
ORD-03097,2024-12-04 03:37:11.726345,Morning,B,Urgent,34,7,242.5,High,True,42.86,15.63,58.49,28,1,12,4,2,0,2.0889,30.49,82.45,1,1,0,1.261
ORD-03098,2024-12-04 06:14:28.493698,Evening,A,Urgent,46,3,170.8,High,True,46.29,21.35,67.64,28,1,12,4,2,0,2.4157,39.64,78.57,0,1,0,1.006
ORD-03099,2024-12-04 08:51:45.261052,Morning,E,Medium,36,7,128.4,High,True,28.56,18.5,47.06,45,1,12,4,2,0,1.0458,2.06,46.22,1,1,0,0.793
ORD-03100,2024-12-04 11:29:02.028405,Morning,D,High,40,5,168.2,Low,False,26.4,27.29,53.69,38,1,12,4,2,0,1.4129,15.69,67.28,0,0,1,0.66
ORD-03101,2024-12-04 14:06:18.795759,Evening,A,Low,33,1,91.5,Low,True,24.35,16.63,40.98,55,0,12,4,2,0,0.7451,-14.02,30.2,0,0,0,0.738
ORD-03102,2024-12-04 16:43:35.563112,Morning,A,Low,34,10,118.0,Low,True,15.23,18.7,33.93,55,0,12,4,2,0,0.6169,-21.07,40.12,1,0,0,0.448
ORD-03103,2024-12-04 19:20:52.330466,Morning,A,Medium,40,8,101.3,Medium,False,23.22,26.45,49.67,45,1,12,4,2,0,1.1038,4.67,40.52,1,0,1,0.58
ORD-03104,2024-12-04 21:58:09.097819,Morning,A,High,34,7,150.6,Low,False,22.16,26.67,48.83,38,1,12,4,2,0,1.285,10.83,51.2,1,0,1,0.652
ORD-03105,2024-12-05 00:35:25.865173,Evening,A,Low,26,7,147.6,Low,True,16.37,17.76,34.13,55,0,12,4,3,0,0.6205,-20.87,38.38,1,0,0,0.63
ORD-03106,2024-12-05 03:12:42.632526,Morning,A,Medium,37,6,198.2,High,True,29.85,21.51,51.36,45,1,12,4,3,0,1.1413,6.36,73.33,0,1,0,0.807
ORD-03107,2024-12-05 05:49:59.399879,Morning,A,Urgent,49,4,146.0,Low,False,29.78,36.28,66.06,28,1,12,4,3,0,2.3593,38.06,71.54,0,0,1,0.608
ORD-03108,2024-12-05 08:27:16.167233,Morning,B,High,25,10,109.9,Low,True,13.77,13.86,27.63,38,0,12,4,3,0,0.7271,-10.37,27.48,1,0,0,0.551
ORD-03109,2024-12-05 11:04:32.934586,Night,C,Medium,12,6,212.4,Medium,True,15.98,11.76,27.74,45,0,12,4,3,0,0.6164,-17.26,25.49,0,0,0,1.332
ORD-03110,2024-12-05 13:41:49.701940,Morning,C,Medium,21,4,32.2,Low,True,15.73,11.88,27.61,45,1,12,4,3,0,0.6136,-17.39,6.76,0,0,0,0.749
ORD-03111,2024-12-05 16:19:06.469293,Morning,D,Low,1,7,151.5,Medium,True,8.95,2.0,10.95,55,0,12,4,3,0,0.1991,-44.05,1.52,1,0,0,8.95
ORD-03112,2024-12-05 18:56:23.236647,Night,B,Medium,16,2,158.7,Low,True,21.99,12.27,34.26,45,1,12,4,3,0,0.7613,-10.74,25.39,0,0,0,1.374
ORD-03113,2024-12-05 21:33:40.004000,Night,E,Urgent,45,4,149.6,Medium,False,43.37,27.05,70.42,28,1,12,4,3,0,2.515,42.42,67.32,0,0,1,0.964
ORD-03114,2024-12-06 00:10:56.771354,Morning,E,Urgent,5,2,170.0,Low,True,11.08,12.96,24.04,28,0,12,4,4,0,0.8586,-3.96,8.5,0,0,0,2.216
ORD-03115,2024-12-06 02:48:13.538707,Morning,E,Medium,45,1,154.4,Medium,True,44.4,23.85,68.25,45,1,12,4,4,0,1.5167,23.25,69.48,0,0,0,0.987
ORD-03116,2024-12-06 05:25:30.306061,Morning,A,Medium,29,9,170.0,Low,True,11.66,18.52,30.18,45,0,12,4,4,0,0.6707,-14.82,49.3,1,0,0,0.402
ORD-03117,2024-12-06 08:02:47.073414,Evening,A,Medium,16,5,125.9,Low,True,8.46,11.07,19.53,45,0,12,4,4,0,0.434,-25.47,20.14,0,0,0,0.529
ORD-03118,2024-12-06 10:40:03.840768,Morning,C,Medium,24,9,91.6,High,True,13.1,14.51,27.61,45,0,12,4,4,0,0.6136,-17.39,21.98,1,1,0,0.546
ORD-03119,2024-12-06 13:17:20.608121,Night,A,Low,44,7,148.1,High,True,35.21,27.2,62.41,55,1,12,4,4,0,1.1347,7.41,65.16,1,1,0,0.8
ORD-03120,2024-12-06 15:54:37.375475,Night,A,Low,6,3,108.9,Medium,True,11.34,7.05,18.39,55,0,12,4,4,0,0.3344,-36.61,6.53,0,0,0,1.89
ORD-03121,2024-12-06 18:31:54.142828,Evening,A,Medium,29,3,120.9,High,True,28.01,18.1,46.11,45,0,12,4,4,0,1.0247,1.11,35.06,0,1,0,0.966
ORD-03122,2024-12-06 21:09:10.910182,Morning,C,Medium,14,5,196.5,Low,True,15.13,11.82,26.95,45,0,12,4,4,0,0.5989,-18.05,27.51,0,0,0,1.081
ORD-03123,2024-12-06 23:46:27.677535,Night,D,High,28,1,212.3,Medium,True,32.75,14.83,47.58,38,1,12,4,4,0,1.2521,9.58,59.44,0,0,0,1.17
ORD-03124,2024-12-07 02:23:44.444888,Evening,B,High,40,6,195.7,High,True,42.68,20.64,63.32,38,1,12,4,5,1,1.6663,25.32,78.28,0,1,0,1.067
ORD-03125,2024-12-07 05:01:01.212242,Night,E,Medium,47,5,188.3,Medium,True,42.4,24.06,66.46,45,0,12,4,5,1,1.4769,21.46,88.5,0,0,0,0.902
ORD-03126,2024-12-07 07:38:17.979595,Morning,D,Medium,13,2,152.4,Low,False,16.47,10.85,27.32,45,0,12,4,5,1,0.6071,-17.68,19.81,0,0,1,1.267
ORD-03127,2024-12-07 10:15:34.746949,Evening,A,High,34,6,190.6,High,True,33.37,21.91,55.28,38,1,12,4,5,1,1.4547,17.28,64.8,0,1,0,0.981
ORD-03128,2024-12-07 12:52:51.514302,Night,B,Low,22,9,164.2,Low,True,19.06,11.69,30.75,55,0,12,4,5,1,0.5591,-24.25,36.12,1,0,0,0.866
ORD-03129,2024-12-07 15:30:08.281656,Night,A,Urgent,26,10,227.9,Low,False,8.39,23.34,31.73,28,1,12,4,5,1,1.1332,3.73,59.25,1,0,1,0.323
ORD-03130,2024-12-07 18:07:25.049009,Evening,E,Low,9,5,113.3,Medium,False,10.62,10.1,20.72,55,0,12,4,5,1,0.3767,-34.28,10.2,0,0,1,1.18
ORD-03131,2024-12-07 20:44:41.816363,Evening,D,Urgent,43,1,176.9,Low,True,36.06,23.4,59.46,28,1,12,4,5,1,2.1236,31.46,76.07,0,0,0,0.839
ORD-03132,2024-12-07 23:21:58.583716,Evening,D,Low,9,9,99.4,Low,False,5.46,9.63,15.09,55,0,12,4,5,1,0.2744,-39.91,8.95,1,0,1,0.607
ORD-03133,2024-12-08 01:59:15.351070,Evening,D,High,2,6,177.1,Low,False,8.76,9.01,17.77,38,0,12,4,6,1,0.4676,-20.23,3.54,0,0,1,4.38
ORD-03134,2024-12-08 04:36:32.118423,Night,B,Low,38,8,81.2,Low,True,25.78,20.27,46.05,55,0,12,4,6,1,0.8373,-8.95,30.86,1,0,0,0.678
ORD-03135,2024-12-08 07:13:48.885777,Evening,E,High,21,1,101.5,Medium,True,24.7,8.3,33.0,38,0,12,4,6,1,0.8684,-5.0,21.32,0,0,0,1.176
ORD-03136,2024-12-08 09:51:05.653130,Morning,E,Medium,4,3,98.7,Medium,True,7.82,3.49,11.31,45,0,12,4,6,1,0.2513,-33.69,3.95,0,0,0,1.955
ORD-03137,2024-12-08 12:28:22.420484,Morning,D,Low,35,3,160.1,Medium,False,30.34,26.84,57.18,55,1,12,4,6,1,1.0396,2.18,56.04,0,0,1,0.867
ORD-03138,2024-12-08 15:05:39.187837,Evening,C,High,15,8,164.2,Medium,True,8.85,11.27,20.12,38,0,12,4,6,1,0.5295,-17.88,24.63,1,0,0,0.59
ORD-03139,2024-12-08 17:42:55.955191,Night,A,Low,49,7,248.0,Low,True,29.09,25.24,54.33,55,0,12,4,6,1,0.9878,-0.67,121.52,1,0,0,0.594
ORD-03140,2024-12-08 20:20:12.722544,Morning,A,Medium,50,8,146.3,Low,True,24.68,25.68,50.36,45,0,12,4,6,1,1.1191,5.36,73.15,1,0,0,0.494
ORD-03141,2024-12-08 22:57:29.489897,Morning,A,Medium,28,4,180.9,High,True,31.61,12.92,44.53,45,0,12,4,6,1,0.9896,-0.47,50.65,0,1,0,1.129
ORD-03142,2024-12-09 01:34:46.257251,Night,C,High,24,4,156.4,Low,True,22.35,18.16,40.51,38,0,12,4,0,0,1.0661,2.51,37.54,0,0,0,0.931
ORD-03143,2024-12-09 04:12:03.024604,Evening,D,High,23,2,177.6,Low,True,21.05,15.04,36.09,38,0,12,4,0,0,0.9497,-1.91,40.85,0,0,0,0.915
ORD-03144,2024-12-09 06:49:19.791958,Morning,E,Medium,31,3,155.7,High,True,37.78,15.94,53.72,45,1,12,4,0,0,1.1938,8.72,48.27,0,1,0,1.219
ORD-03145,2024-12-09 09:26:36.559311,Morning,A,High,46,2,194.0,Low,False,39.81,33.07,72.88,38,1,12,4,0,0,1.9179,34.88,89.24,0,0,1,0.865
ORD-03146,2024-12-09 12:03:53.326665,Evening,B,Urgent,33,9,107.9,Medium,False,19.9,24.74,44.64,28,1,12,4,0,0,1.5943,16.64,35.61,1,0,1,0.603
ORD-03147,2024-12-09 14:41:10.094018,Morning,A,High,5,7,52.1,Low,True,7.22,4.64,11.86,38,0,12,4,0,0,0.3121,-26.14,2.6,1,0,0,1.444
ORD-03148,2024-12-09 17:18:26.861372,Evening,E,Medium,10,7,166.7,Medium,False,15.69,13.47,29.16,45,0,12,4,0,0,0.648,-15.84,16.67,1,0,1,1.569
ORD-03149,2024-12-09 19:55:43.628725,Evening,D,Medium,32,9,77.8,Low,True,14.3,18.73,33.03,45,1,12,4,0,0,0.734,-11.97,24.9,1,0,0,0.447
ORD-03150,2024-12-09 22:33:00.396079,Evening,C,Medium,19,8,202.5,Medium,True,15.29,11.34,26.63,45,0,12,4,0,0,0.5918,-18.37,38.48,1,0,0,0.805
ORD-03151,2024-12-10 01:10:17.163432,Evening,C,Medium,24,4,128.1,Medium,False,22.34,18.58,40.92,45,1,12,4,1,0,0.9093,-4.08,30.74,0,0,1,0.931
ORD-03152,2024-12-10 03:47:33.930786,Morning,C,Medium,21,4,108.5,Medium,False,16.6,17.98,34.58,45,0,12,4,1,0,0.7684,-10.42,22.78,0,0,1,0.79
ORD-03153,2024-12-10 06:24:50.698139,Morning,B,High,30,2,258.0,Low,True,37.99,19.1,57.09,38,1,12,4,1,0,1.5024,19.09,77.4,0,0,0,1.266
ORD-03154,2024-12-10 09:02:07.465493,Morning,A,High,12,8,149.3,Low,True,9.29,6.41,15.7,38,0,12,4,1,0,0.4132,-22.3,17.92,1,0,0,0.774
ORD-03155,2024-12-10 11:39:24.232846,Morning,B,High,4,9,141.6,High,True,8.1,5.51,13.61,38,0,12,4,1,0,0.3582,-24.39,5.66,1,1,0,2.025
ORD-03156,2024-12-10 14:16:41.000200,Evening,A,Low,12,8,179.9,High,True,13.77,11.57,25.34,55,0,12,4,1,0,0.4607,-29.66,21.59,1,1,0,1.148
ORD-03157,2024-12-10 16:53:57.767553,Morning,C,Low,34,5,182.6,Low,True,21.36,21.56,42.92,55,0,12,4,1,0,0.7804,-12.08,62.08,0,0,0,0.628
ORD-03158,2024-12-10 19:31:14.534906,Evening,B,High,31,4,195.6,Low,True,33.56,18.73,52.29,38,1,12,4,1,0,1.3761,14.29,60.64,0,0,0,1.083
